! year          LOD
! [a]           [ms]
  1965.808      3.034
  1965.811      2.960
  1965.814      2.792
  1965.817      2.560
  1965.819      2.341
  1965.822      2.155
  1965.825      2.050
  1965.828      2.012
  1965.830      2.049
  1965.833      2.150
  1965.836      2.298
  1965.838      2.472
  1965.841      2.660
  1965.844      2.829
  1965.847      2.946
  1965.849      3.007
  1965.852      2.976
  1965.855      2.872
  1965.858      2.701
  1965.860      2.530
  1965.863      2.396
  1965.866      2.345
  1965.869      2.417
  1965.871      2.569
  1965.874      2.789
  1965.877      3.003
  1965.880      3.163
  1965.882      3.218
  1965.885      3.158
  1965.888      2.995
  1965.890      2.755
  1965.893      2.504
  1965.896      2.278
  1965.899      2.109
  1965.901      2.013
  1965.904      1.993
  1965.907      2.031
  1965.910      2.133
  1965.912      2.277
  1965.915      2.420
  1965.918      2.552
  1965.921      2.643
  1965.923      2.693
  1965.926      2.654
  1965.929      2.545
  1965.932      2.354
  1965.934      2.136
  1965.937      1.938
  1965.940      1.800
  1965.943      1.790
  1965.945      1.904
  1965.948      2.101
  1965.951      2.316
  1965.953      2.477
  1965.956      2.544
  1965.959      2.512
  1965.962      2.394
  1965.964      2.211
  1965.967      2.022
  1965.970      1.847
  1965.973      1.718
  1965.975      1.644
  1965.978      1.653
  1965.981      1.741
  1965.984      1.886
  1965.986      2.049
  1965.989      2.226
  1965.992      2.395
  1965.995      2.526
  1965.997      2.605
  1966.000      2.639
  1966.003      2.596
  1966.005      2.483
  1966.008      2.310
  1966.011      2.139
  1966.014      2.021
  1966.016      2.012
  1966.019      2.132
  1966.022      2.362
  1966.025      2.616
  1966.027      2.834
  1966.030      2.936
  1966.033      2.922
  1966.036      2.797
  1966.038      2.591
  1966.041      2.371
  1966.044      2.167
  1966.047      2.008
  1966.049      1.911
  1966.052      1.886
  1966.055      1.928
  1966.057      2.030
  1966.060      2.175
  1966.063      2.339
  1966.066      2.498
  1966.068      2.640
  1966.071      2.729
  1966.074      2.775
  1966.077      2.773
  1966.079      2.703
  1966.082      2.583
  1966.085      2.432
  1966.088      2.307
  1966.090      2.258
  1966.093      2.335
  1966.096      2.549
  1966.099      2.828
  1966.101      3.097
  1966.104      3.260
  1966.107      3.289
  1966.110      3.173
  1966.112      2.945
  1966.115      2.676
  1966.118      2.419
  1966.120      2.213
  1966.123      2.066
  1966.126      1.993
  1966.129      1.992
  1966.131      2.032
  1966.134      2.129
  1966.137      2.262
  1966.140      2.387
  1966.142      2.507
  1966.145      2.564
  1966.148      2.583
  1966.151      2.541
  1966.153      2.453
  1966.156      2.329
  1966.159      2.192
  1966.162      2.068
  1966.164      2.006
  1966.167      2.053
  1966.170      2.230
  1966.172      2.526
  1966.175      2.862
  1966.178      3.147
  1966.181      3.300
  1966.183      3.287
  1966.186      3.131
  1966.189      2.891
  1966.192      2.639
  1966.194      2.410
  1966.197      2.266
  1966.200      2.186
  1966.203      2.184
  1966.205      2.261
  1966.208      2.379
  1966.211      2.539
  1966.214      2.698
  1966.216      2.851
  1966.219      2.964
  1966.222      3.009
  1966.225      2.997
  1966.227      2.929
  1966.230      2.801
  1966.233      2.647
  1966.235      2.502
  1966.238      2.407
  1966.241      2.401
  1966.244      2.504
  1966.246      2.732
  1966.249      3.025
  1966.252      3.317
  1966.255      3.522
  1966.257      3.578
  1966.260      3.470
  1966.263      3.246
  1966.266      2.967
  1966.268      2.704
  1966.271      2.507
  1966.274      2.398
  1966.277      2.378
  1966.279      2.435
  1966.282      2.550
  1966.285      2.714
  1966.287      2.873
  1966.290      3.034
  1966.293      3.154
  1966.296      3.212
  1966.298      3.204
  1966.301      3.124
  1966.304      2.991
  1966.307      2.810
  1966.309      2.620
  1966.312      2.472
  1966.315      2.417
  1966.318      2.469
  1966.320      2.640
  1966.323      2.883
  1966.326      3.161
  1966.329      3.395
  1966.331      3.506
  1966.334      3.480
  1966.337      3.314
  1966.339      3.057
  1966.342      2.768
  1966.345      2.521
  1966.348      2.353
  1966.350      2.279
  1966.353      2.291
  1966.356      2.360
  1966.359      2.475
  1966.361      2.611
  1966.364      2.735
  1966.367      2.825
  1966.370      2.892
  1966.372      2.889
  1966.375      2.819
  1966.378      2.679
  1966.381      2.477
  1966.383      2.278
  1966.386      2.098
  1966.389      1.995
  1966.392      2.009
  1966.394      2.133
  1966.397      2.339
  1966.400      2.564
  1966.402      2.769
  1966.405      2.887
  1966.408      2.881
  1966.411      2.747
  1966.413      2.514
  1966.416      2.235
  1966.419      1.971
  1966.422      1.769
  1966.424      1.664
  1966.427      1.638
  1966.430      1.708
  1966.433      1.821
  1966.435      1.973
  1966.438      2.128
  1966.441      2.263
  1966.444      2.361
  1966.446      2.406
  1966.449      2.401
  1966.452      2.312
  1966.454      2.174
  1966.457      1.992
  1966.460      1.818
  1966.463      1.695
  1966.465      1.678
  1966.468      1.782
  1966.471      1.981
  1966.474      2.211
  1966.476      2.410
  1966.479      2.531
  1966.482      2.531
  1966.485      2.411
  1966.487      2.196
  1966.490      1.943
  1966.493      1.683
  1966.496      1.481
  1966.498      1.346
  1966.501      1.287
  1966.504      1.317
  1966.507      1.407
  1966.509      1.533
  1966.512      1.659
  1966.515      1.769
  1966.517      1.843
  1966.520      1.878
  1966.523      1.857
  1966.526      1.789
  1966.528      1.667
  1966.531      1.504
  1966.534      1.331
  1966.537      1.204
  1966.539      1.168
  1966.542      1.267
  1966.545      1.477
  1966.548      1.766
  1966.550      2.045
  1966.553      2.234
  1966.556      2.286
  1966.559      2.208
  1966.561      2.014
  1966.564      1.778
  1966.567      1.546
  1966.569      1.383
  1966.572      1.283
  1966.575      1.258
  1966.578      1.312
  1966.580      1.429
  1966.583      1.589
  1966.586      1.754
  1966.589      1.919
  1966.591      2.051
  1966.594      2.124
  1966.597      2.150
  1966.600      2.120
  1966.602      2.030
  1966.605      1.913
  1966.608      1.778
  1966.611      1.661
  1966.613      1.600
  1966.616      1.661
  1966.619      1.855
  1966.621      2.155
  1966.624      2.478
  1966.627      2.740
  1966.630      2.873
  1966.632      2.837
  1966.635      2.668
  1966.638      2.417
  1966.641      2.159
  1966.643      1.941
  1966.646      1.806
  1966.649      1.761
  1966.652      1.791
  1966.654      1.888
  1966.657      2.031
  1966.660      2.185
  1966.663      2.346
  1966.665      2.469
  1966.668      2.543
  1966.671      2.558
  1966.674      2.522
  1966.676      2.424
  1966.679      2.299
  1966.682      2.157
  1966.684      2.025
  1966.687      1.941
  1966.690      1.948
  1966.693      2.077
  1966.695      2.340
  1966.698      2.672
  1966.701      2.995
  1966.704      3.225
  1966.706      3.274
  1966.709      3.154
  1966.712      2.892
  1966.715      2.593
  1966.717      2.325
  1966.720      2.131
  1966.723      2.052
  1966.726      2.068
  1966.728      2.162
  1966.731      2.308
  1966.734      2.481
  1966.736      2.666
  1966.739      2.809
  1966.742      2.919
  1966.745      2.970
  1966.747      2.957
  1966.750      2.873
  1966.753      2.745
  1966.756      2.585
  1966.758      2.433
  1966.761      2.302
  1966.764      2.246
  1966.767      2.306
  1966.769      2.484
  1966.772      2.760
  1966.775      3.074
  1966.778      3.338
  1966.780      3.479
  1966.783      3.451
  1966.786      3.247
  1966.789      2.961
  1966.791      2.661
  1966.794      2.415
  1966.797      2.274
  1966.799      2.244
  1966.802      2.305
  1966.805      2.439
  1966.808      2.597
  1966.810      2.765
  1966.813      2.906
  1966.816      3.020
  1966.819      3.071
  1966.821      3.068
  1966.824      2.991
  1966.827      2.870
  1966.830      2.716
  1966.832      2.550
  1966.835      2.429
  1966.838      2.367
  1966.841      2.413
  1966.843      2.566
  1966.846      2.814
  1966.849      3.106
  1966.851      3.387
  1966.854      3.581
  1966.857      3.620
  1966.860      3.495
  1966.862      3.239
  1966.865      2.923
  1966.868      2.630
  1966.871      2.413
  1966.873      2.307
  1966.876      2.306
  1966.879      2.393
  1966.882      2.515
  1966.884      2.661
  1966.887      2.798
  1966.890      2.892
  1966.893      2.948
  1966.895      2.936
  1966.898      2.851
  1966.901      2.719
  1966.903      2.545
  1966.906      2.354
  1966.909      2.186
  1966.912      2.080
  1966.914      2.068
  1966.917      2.175
  1966.920      2.374
  1966.923      2.638
  1966.925      2.898
  1966.928      3.094
  1966.931      3.174
  1966.934      3.124
  1966.936      2.947
  1966.939      2.701
  1966.942      2.455
  1966.945      2.235
  1966.947      2.114
  1966.950      2.100
  1966.953      2.165
  1966.956      2.288
  1966.958      2.424
  1966.961      2.555
  1966.964      2.658
  1966.966      2.704
  1966.969      2.696
  1966.972      2.629
  1966.975      2.497
  1966.977      2.330
  1966.980      2.119
  1966.983      1.923
  1966.986      1.774
  1966.988      1.724
  1966.991      1.787
  1966.994      1.956
  1966.997      2.180
  1966.999      2.424
  1967.002      2.612
  1967.005      2.695
  1967.008      2.644
  1967.010      2.484
  1967.013      2.238
  1967.016      1.993
  1967.018      1.777
  1967.021      1.665
  1967.024      1.654
  1967.027      1.728
  1967.029      1.880
  1967.032      2.057
  1967.035      2.245
  1967.038      2.408
  1967.040      2.527
  1967.043      2.579
  1967.046      2.573
  1967.049      2.512
  1967.051      2.399
  1967.054      2.268
  1967.057      2.123
  1967.060      2.009
  1967.062      1.968
  1967.065      2.026
  1967.068      2.216
  1967.070      2.479
  1967.073      2.779
  1967.076      3.001
  1967.079      3.099
  1967.081      3.052
  1967.084      2.867
  1967.087      2.606
  1967.090      2.314
  1967.092      2.061
  1967.095      1.899
  1967.098      1.846
  1967.101      1.900
  1967.103      2.028
  1967.106      2.211
  1967.109      2.395
  1967.112      2.572
  1967.114      2.706
  1967.117      2.793
  1967.120      2.818
  1967.123      2.775
  1967.125      2.686
  1967.128      2.568
  1967.131      2.444
  1967.133      2.339
  1967.136      2.280
  1967.139      2.304
  1967.142      2.452
  1967.144      2.698
  1967.147      3.023
  1967.150      3.323
  1967.153      3.523
  1967.155      3.544
  1967.158      3.380
  1967.161      3.100
  1967.164      2.772
  1967.166      2.477
  1967.169      2.267
  1967.172      2.164
  1967.175      2.165
  1967.177      2.257
  1967.180      2.391
  1967.183      2.555
  1967.185      2.720
  1967.188      2.840
  1967.191      2.916
  1967.194      2.917
  1967.196      2.855
  1967.199      2.740
  1967.202      2.581
  1967.205      2.432
  1967.207      2.287
  1967.210      2.197
  1967.213      2.172
  1967.216      2.266
  1967.218      2.481
  1967.221      2.798
  1967.224      3.151
  1967.227      3.447
  1967.229      3.606
  1967.232      3.563
  1967.235      3.346
  1967.238      3.030
  1967.240      2.720
  1967.243      2.484
  1967.246      2.355
  1967.248      2.344
  1967.251      2.426
  1967.254      2.559
  1967.257      2.729
  1967.259      2.886
  1967.262      3.035
  1967.265      3.126
  1967.268      3.166
  1967.270      3.130
  1967.273      3.025
  1967.276      2.889
  1967.279      2.734
  1967.281      2.579
  1967.284      2.452
  1967.287      2.391
  1967.290      2.431
  1967.292      2.571
  1967.295      2.825
  1967.298      3.147
  1967.300      3.454
  1967.303      3.668
  1967.306      3.716
  1967.309      3.575
  1967.311      3.287
  1967.314      2.948
  1967.317      2.635
  1967.320      2.439
  1967.322      2.362
  1967.325      2.409
  1967.328      2.530
  1967.331      2.687
  1967.333      2.845
  1967.336      2.979
  1967.339      3.069
  1967.342      3.103
  1967.344      3.064
  1967.347      2.964
  1967.350      2.807
  1967.352      2.632
  1967.355      2.448
  1967.358      2.297
  1967.361      2.206
  1967.363      2.191
  1967.366      2.274
  1967.369      2.452
  1967.372      2.709
  1967.374      2.977
  1967.377      3.204
  1967.380      3.310
  1967.383      3.242
  1967.385      3.024
  1967.388      2.693
  1967.391      2.360
  1967.394      2.099
  1967.396      1.951
  1967.399      1.940
  1967.402      2.016
  1967.405      2.142
  1967.407      2.276
  1967.410      2.379
  1967.413      2.448
  1967.415      2.463
  1967.418      2.407
  1967.421      2.291
  1967.424      2.135
  1967.426      1.936
  1967.429      1.740
  1967.432      1.556
  1967.435      1.427
  1967.437      1.401
  1967.440      1.474
  1967.443      1.640
  1967.446      1.882
  1967.448      2.144
  1967.451      2.369
  1967.454      2.509
  1967.457      2.504
  1967.459      2.375
  1967.462      2.136
  1967.465      1.844
  1967.467      1.587
  1967.470      1.419
  1967.473      1.387
  1967.476      1.458
  1967.478      1.599
  1967.481      1.763
  1967.484      1.910
  1967.487      2.005
  1967.489      2.052
  1967.492      2.028
  1967.495      1.953
  1967.498      1.828
  1967.500      1.667
  1967.503      1.492
  1967.506      1.330
  1967.509      1.223
  1967.511      1.182
  1967.514      1.242
  1967.517      1.415
  1967.520      1.656
  1967.522      1.924
  1967.525      2.163
  1967.528      2.286
  1967.530      2.288
  1967.533      2.155
  1967.536      1.928
  1967.539      1.642
  1967.541      1.375
  1967.544      1.187
  1967.547      1.122
  1967.550      1.172
  1967.552      1.309
  1967.555      1.487
  1967.558      1.671
  1967.561      1.807
  1967.563      1.894
  1967.566      1.915
  1967.569      1.872
  1967.572      1.774
  1967.574      1.639
  1967.577      1.486
  1967.580      1.351
  1967.582      1.249
  1967.585      1.211
  1967.588      1.257
  1967.591      1.424
  1967.593      1.690
  1967.596      1.999
  1967.599      2.298
