! year          LOD
! [a]           [ms]
  1988.612      0.432
  1988.615      0.634
  1988.617      0.813
  1988.620      0.939
  1988.623      0.991
  1988.626      0.962
  1988.628      0.855
  1988.631      0.684
  1988.634      0.477
  1988.637      0.277
  1988.639      0.140
  1988.642      0.122
  1988.645      0.258
  1988.648      0.535
  1988.650      0.889
  1988.653      1.219
  1988.656      1.425
  1988.658      1.448
  1988.661      1.297
  1988.664      1.035
  1988.667      0.748
  1988.669      0.511
  1988.672      0.365
  1988.675      0.320
  1988.678      0.356
  1988.680      0.443
  1988.683      0.550
  1988.686      0.660
  1988.689      0.767
  1988.691      0.875
  1988.694      0.984
  1988.697      1.081
  1988.700      1.138
  1988.702      1.127
  1988.705      1.039
  1988.708      0.893
  1988.710      0.730
  1988.713      0.602
  1988.716      0.560
  1988.719      0.639
  1988.721      0.854
  1988.724      1.182
  1988.727      1.559
  1988.730      1.889
  1988.732      2.079
  1988.735      2.076
  1988.738      1.888
  1988.741      1.578
  1988.743      1.242
  1988.746      0.965
  1988.749      0.803
  1988.752      0.771
  1988.754      0.855
  1988.757      1.022
  1988.760      1.234
  1988.762      1.450
  1988.765      1.639
  1988.768      1.779
  1988.771      1.863
  1988.773      1.890
  1988.776      1.848
  1988.779      1.727
  1988.782      1.532
  1988.784      1.306
  1988.787      1.115
  1988.790      1.019
  1988.793      1.041
  1988.795      1.176
  1988.798      1.419
  1988.801      1.743
  1988.804      2.073
  1988.806      2.307
  1988.809      2.369
  1988.812      2.256
  1988.815      2.018
  1988.817      1.712
  1988.820      1.390
  1988.823      1.116
  1988.825      0.966
  1988.828      0.976
  1988.831      1.122
  1988.834      1.339
  1988.836      1.571
  1988.839      1.777
  1988.842      1.934
  1988.845      2.029
  1988.847      2.048
  1988.850      1.985
  1988.853      1.857
  1988.856      1.692
  1988.858      1.516
  1988.861      1.355
  1988.864      1.237
  1988.867      1.203
  1988.869      1.284
  1988.872      1.486
  1988.875      1.777
  1988.877      2.092
  1988.880      2.352
  1988.883      2.486
  1988.886      2.453
  1988.888      2.260
  1988.891      1.959
  1988.894      1.633
  1988.897      1.366
  1988.899      1.212
  1988.902      1.187
  1988.905      1.270
  1988.908      1.421
  1988.910      1.595
  1988.913      1.758
  1988.916      1.881
  1988.919      1.943
  1988.921      1.933
  1988.924      1.854
  1988.927      1.720
  1988.930      1.552
  1988.932      1.373
  1988.935      1.206
  1988.938      1.077
  1988.940      1.013
  1988.943      1.037
  1988.946      1.160
  1988.949      1.363
  1988.951      1.599
  1988.954      1.797
  1988.957      1.885
  1988.960      1.833
  1988.962      1.661
  1988.965      1.410
  1988.968      1.127
  1988.971      0.870
  1988.973      0.690
  1988.976      0.616
  1988.979      0.651
  1988.982      0.775
  1988.984      0.956
  1988.987      1.157
  1988.990      1.343
  1988.992      1.482
  1988.995      1.554
  1988.998      1.546
  1989.001      1.418
  1989.003      1.254
  1989.006      1.073
  1989.009      0.915
  1989.012      0.810
  1989.014      0.774
  1989.017      0.820
  1989.020      0.950
  1989.023      1.156
  1989.025      1.406
  1989.028      1.644
  1989.031      1.804
  1989.034      1.834
  1989.036      1.723
  1989.039      1.502
  1989.042      1.239
  1989.044      0.999
  1989.047      0.828
  1989.050      0.747
  1989.053      0.761
  1989.055      0.875
  1989.058      1.081
  1989.061      1.356
  1989.064      1.644
  1989.066      1.867
  1989.069      1.942
  1989.072      1.867
  1989.075      1.756
  1989.077      1.675
  1989.080      1.529
  1989.083      1.256
  1989.086      0.966
  1989.088      0.815
  1989.091      0.855
  1989.094      1.039
  1989.097      1.309
  1989.099      1.621
  1989.102      1.926
  1989.105      2.160
  1989.107      2.272
  1989.110      2.257
  1989.113      2.152
  1989.116      1.968
  1989.118      1.652
  1989.121      1.185
  1989.124      0.700
  1989.127      0.409
  1989.129      0.432
  1989.132      0.705
  1989.135      1.059
  1989.138      1.358
  1989.140      1.551
  1989.143      1.640
  1989.146      1.648
  1989.149      1.598
  1989.151      1.510
  1989.154      1.396
  1989.157      1.261
  1989.159      1.122
  1989.162      1.006
  1989.165      0.956
  1989.168      1.014
  1989.170      1.203
  1989.173      1.516
  1989.176      1.902
  1989.179      2.272
  1989.181      2.524
  1989.184      2.582
  1989.187      2.432
  1989.190      2.120
  1989.192      1.739
  1989.195      1.389
  1989.198      1.149
  1989.201      1.059
  1989.203      1.119
  1989.206      1.295
  1989.209      1.529
  1989.211      1.754
  1989.214      1.919
  1989.217      1.998
  1989.220      1.993
  1989.222      1.926
  1989.225      1.817
  1989.228      1.679
  1989.231      1.519
  1989.233      1.347
  1989.236      1.186
  1989.239      1.072
  1989.242      1.041
  1989.244      1.119
  1989.247      1.313
  1989.250      1.596
  1989.253      1.902
  1989.255      2.143
  1989.258      2.238
  1989.261      2.150
  1989.264      1.907
  1989.266      1.589
  1989.269      1.296
  1989.272      1.103
  1989.274      1.043
  1989.277      1.104
  1989.280      1.247
  1989.283      1.434
  1989.285      1.629
  1989.288      1.806
  1989.291      1.946
  1989.294      2.036
  1989.296      2.072
  1989.299      2.056
  1989.302      1.994
  1989.305      1.892
  1989.307      1.769
  1989.310      1.645
  1989.313      1.551
  1989.316      1.521
  1989.318      1.584
  1989.321      1.743
  1989.324      1.978
  1989.326      2.239
  1989.329      2.453
  1989.332      2.544
  1989.335      2.473
  1989.337      2.263
  1989.340      1.973
  1989.343      1.673
  1989.346      1.429
  1989.348      1.302
  1989.351      1.314
  1989.354      1.419
  1989.357      1.531
  1989.359      1.594
  1989.362      1.643
  1989.365      1.720
  1989.368      1.803
  1989.370      1.845
  1989.373      1.809
  1989.376      1.697
  1989.379      1.555
  1989.381      1.417
  1989.384      1.301
  1989.387      1.228
  1989.389      1.225
  1989.392      1.308
  1989.395      1.480
  1989.398      1.720
  1989.400      1.991
  1989.403      2.234
  1989.406      2.380
  1989.409      2.384
  1989.411      2.243
  1989.414      1.986
  1989.417      1.655
  1989.420      1.313
  1989.422      1.046
  1989.425      0.923
  1989.428      0.952
  1989.431      1.085
  1989.433      1.246
  1989.436      1.380
  1989.439      1.473
  1989.441      1.531
  1989.444      1.544
  1989.447      1.491
  1989.450      1.357
  1989.452      1.153
  1989.455      0.917
  1989.458      0.703
  1989.461      0.560
  1989.463      0.525
  1989.466      0.604
  1989.469      0.778
  1989.472      1.010
  1989.474      1.261
  1989.477      1.488
  1989.480      1.632
  1989.483      1.627
  1989.485      1.464
  1989.488      1.195
  1989.491      0.884
  1989.493      0.589
  1989.496      0.366
  1989.499      0.259
  1989.502      0.285
  1989.504      0.425
  1989.507      0.627
  1989.510      0.834
  1989.513      1.007
  1989.515      1.119
  1989.518      1.159
  1989.521      1.132
  1989.524      1.053
  1989.526      0.944
  1989.529      0.825
  1989.532      0.720
  1989.535      0.647
  1989.537      0.624
  1989.540      0.667
  1989.543      0.796
  1989.546      1.013
  1989.548      1.287
  1989.551      1.560
  1989.554      1.756
  1989.556      1.813
  1989.559      1.713
  1989.562      1.485
  1989.565      1.189
  1989.567      0.889
  1989.570      0.646
  1989.573      0.503
  1989.576      0.481
  1989.578      0.577
  1989.581      0.749
  1989.584      0.933
  1989.587      1.082
  1989.589      1.174
  1989.592      1.207
  1989.595      1.188
  1989.598      1.122
  1989.600      1.020
  1989.603      0.902
  1989.606      0.793
  1989.608      0.709
  1989.611      0.651
  1989.614      0.636
  1989.617      0.698
  1989.619      0.872
  1989.622      1.161
  1989.625      1.514
  1989.628      1.839
  1989.630      2.033
  1989.633      2.030
  1989.636      1.832
  1989.639      1.508
  1989.641      1.158
  1989.644      0.874
  1989.647      0.704
  1989.650      0.653
  1989.652      0.705
  1989.655      0.833
  1989.658      1.010
  1989.661      1.199
  1989.663      1.365
  1989.666      1.474
  1989.669      1.499
  1989.671      1.422
  1989.674      1.258
  1989.677      1.054
  1989.680      0.864
  1989.682      0.729
  1989.685      0.664
  1989.688      0.671
  1989.691      0.751
  1989.693      0.905
  1989.696      1.130
  1989.699      1.417
  1989.702      1.740
  1989.704      2.022
  1989.707      2.158
  1989.710      2.094
  1989.713      1.861
  1989.715      1.548
  1989.718      1.255
  1989.721      1.058
  1989.723      0.990
  1989.726      1.041
  1989.729      1.179
  1989.732      1.359
  1989.734      1.544
  1989.737      1.706
  1989.740      1.826
  1989.743      1.880
  1989.745      1.849
  1989.748      1.731
  1989.751      1.557
  1989.754      1.376
  1989.756      1.229
  1989.759      1.141
  1989.762      1.121
  1989.765      1.173
  1989.767      1.303
  1989.770      1.518
  1989.773      1.809
  1989.775      2.137
  1989.778      2.428
  1989.781      2.601
  1989.784      2.605
  1989.786      2.445
  1989.789      2.187
  1989.792      1.925
  1989.795      1.742
  1989.797      1.679
  1989.800      1.737
  1989.803      1.879
  1989.806      2.058
  1989.808      2.226
  1989.811      2.349
  1989.814      2.407
  1989.817      2.402
  1989.819      2.348
  1989.822      2.256
  1989.825      2.134
  1989.828      1.990
  1989.830      1.841
  1989.833      1.706
  1989.836      1.604
  1989.838      1.560
  1989.841      1.601
  1989.844      1.742
  1989.847      1.973
  1989.849      2.259
  1989.852      2.542
  1989.855      2.751
  1989.858      2.817
  1989.860      2.711
  1989.863      2.469
  1989.866      2.174
  1989.869      1.913
  1989.871      1.753
  1989.874      1.720
  1989.877      1.810
  1989.880      1.984
  1989.882      2.185
  1989.885      2.363
  1989.888      2.490
  1989.890      2.558
  1989.893      2.564
  1989.896      2.503
  1989.899      2.381
  1989.901      2.218
  1989.904      2.047
  1989.907      1.901
  1989.910      1.801
  1989.912      1.764
  1989.915      1.795
  1989.918      1.892
  1989.921      2.043
  1989.923      2.222
  1989.926      2.394
  1989.929      2.517
  1989.932      2.556
  1989.934      2.485
  1989.937      2.306
  1989.940      2.053
  1989.943      1.787
  1989.945      1.580
  1989.948      1.482
  1989.951      1.507
  1989.953      1.629
  1989.956      1.801
  1989.959      1.974
  1989.962      2.109
  1989.964      2.186
  1989.967      2.194
  1989.970      2.134
  1989.973      2.011
  1989.975      1.842
  1989.978      1.652
  1989.981      1.471
  1989.984      1.332
  1989.986      1.261
  1989.989      1.272
  1989.992      1.367
  1989.995      1.532
  1989.997      1.740
  1990.000      1.948
  1990.003      2.132
  1990.005      2.242
  1990.008      2.246
  1990.011      2.133
  1990.014      1.921
  1990.016      1.656
  1990.019      1.403
  1990.022      1.229
  1990.025      1.179
  1990.027      1.258
  1990.030      1.434
  1990.033      1.653
  1990.036      1.858
  1990.038      1.992
  1990.041      2.008
  1990.044      1.900
  1990.047      1.724
  1990.049      1.553
  1990.052      1.421
  1990.055      1.335
  1990.057      1.286
  1990.060      1.272
  1990.063      1.319
  1990.066      1.454
  1990.068      1.665
  1990.071      1.931
  1990.074      2.228
  1990.077      2.502
  1990.079      2.695
  1990.082      2.769
  1990.085      2.702
  1990.088      2.514
  1990.090      2.279
  1990.093      2.089
  1990.096      1.995
  1990.099      1.998
  1990.101      2.079
  1990.104      2.222
  1990.107      2.405
  1990.110      2.605
  1990.112      2.773
  1990.115      2.840
  1990.118      2.790
  1990.120      2.659
  1990.123      2.491
  1990.126      2.314
  1990.129      2.136
  1990.131      1.964
  1990.134      1.810
  1990.137      1.698
  1990.140      1.663
  1990.142      1.741
  1990.145      1.937
  1990.148      2.214
  1990.151      2.499
  1990.153      2.706
  1990.156      2.767
  1990.159      2.662
  1990.162      2.425
  1990.164      2.130
  1990.167      1.863
  1990.170      1.687
  1990.172      1.633
  1990.175      1.700
  1990.178      1.862
  1990.181      2.078
  1990.183      2.302
  1990.186      2.486
  1990.189      2.589
  1990.192      2.589
  1990.194      2.492
  1990.197      2.329
  1990.200      2.149
  1990.203      2.000
  1990.205      1.913
  1990.208      1.891
  1990.211      1.926
  1990.214      2.016
  1990.216      2.166
  1990.219      2.381
  1990.222      2.647
  1990.225      2.929
  1990.227      3.165
  1990.230      3.283
  1990.233      3.227
  1990.235      3.001
  1990.238      2.665
  1990.241      2.315
  1990.244      2.046
  1990.246      1.917
  1990.249      1.937
  1990.252      2.068
  1990.255      2.250
  1990.257      2.425
  1990.260      2.554
  1990.263      2.621
  1990.266      2.622
  1990.268      2.564
  1990.271      2.455
  1990.274      2.312
  1990.277      2.152
  1990.279      1.997
  1990.282      1.868
  1990.285      1.784
  1990.287      1.765
  1990.290      1.828
  1990.293      1.984
  1990.296      2.220
  1990.298      2.498
  1990.301      2.759
  1990.304      2.938
  1990.307      2.974
  1990.309      2.840
  1990.312      2.557
  1990.315      2.196
  1990.318      1.856
  1990.320      1.620
  1990.323      1.524
  1990.326      1.563
  1990.329      1.696
  1990.331      1.867
  1990.334      2.022
  1990.337      2.128
  1990.339      2.167
  1990.342      2.133
  1990.345      2.034
  1990.348      1.891
  1990.350      1.734
  1990.353      1.585
  1990.356      1.462
  1990.359      1.394
  1990.361      1.407
  1990.364      1.509
  1990.367      1.681
  1990.370      1.891
  1990.372      2.116
  1990.375      2.339
  1990.378      2.533
  1990.381      2.652
  1990.383      2.649
  1990.386      2.501
  1990.389      2.237
  1990.392      1.931
  1990.394      1.675
  1990.397      1.543
  1990.400      1.561
  1990.402      1.693
  1990.405      1.868
  1990.408      2.017
  1990.411      2.099
  1990.413      2.107
  1990.416      2.047
  1990.419      1.928
  1990.422      1.762
  1990.424      1.569
  1990.427      1.380
  1990.430      1.228
  1990.433      1.139
  1990.435      1.126
  1990.438      1.191
  1990.441      1.327
  1990.444      1.510
  1990.446      1.708
  1990.449      1.894
  1990.452      2.042
  1990.454      2.127
  1990.457      2.126
  1990.460      2.024
  1990.463      1.834
  1990.465      1.595
  1990.468      1.375
  1990.471      1.239
  1990.474      1.226
  1990.476      1.332
  1990.479      1.506
  1990.482      1.678
  1990.485      1.788
  1990.487      1.813
  1990.490      1.764
  1990.493      1.663
  1990.496      1.530
  1990.498      1.377
  1990.501      1.217
  1990.504      1.075
  1990.507      0.973
  1990.509      0.919
  1990.512      0.908
  1990.515      0.946
  1990.517      1.044
  1990.520      1.206
  1990.523      1.404
  1990.526      1.580
  1990.528      1.678
  1990.531      1.670
  1990.534      1.554
  1990.537      1.348
  1990.539      1.089
  1990.542      0.838
  1990.545      0.666
  1990.548      0.629
  1990.550      0.739
  1990.553      0.957
  1990.556      1.207
  1990.559      1.408
  1990.561      1.512
  1990.564      1.522
  1990.567      1.472
  1990.569      1.394
  1990.572      1.298
  1990.575      1.185
  1990.578      1.057
  1990.580      0.934
  1990.583      0.846
  1990.586      0.827
  1990.589      0.897
  1990.591      1.056
  1990.594      1.287
  1990.597      1.554
  1990.600      1.803
  1990.602      1.979
  1990.605      2.046
  1990.608      1.995
  1990.611      1.844
  1990.613      1.629
  1990.616      1.409
  1990.619      1.251
  1990.621      1.200
  1990.624      1.275
  1990.627      1.458
  1990.630      1.700
  1990.632      1.935
  1990.635      2.106
  1990.638      2.180
  1990.641      2.154
  1990.643      2.046
  1990.646      1.886
  1990.649      1.701
  1990.652      1.514
  1990.654      1.344
  1990.657      1.213
  1990.660      1.142
  1990.663      1.153
  1990.665      1.260
  1990.668      1.465
  1990.671      1.744
  1990.674      2.042
  1990.676      2.288
  1990.679      2.412
  1990.682      2.378
  1990.684      2.197
  1990.687      1.926
  1990.690      1.646
  1990.693      1.437
  1990.695      1.355
  1990.698      1.413
  1990.701      1.585
  1990.704      1.823
  1990.706      2.066
  1990.709      2.260
  1990.712      2.367
  1990.715      2.373
  1990.717      2.289
  1990.720      2.142
  1990.723      1.970
  1990.726      1.807
  1990.728      1.677
  1990.731      1.596
  1990.734      1.574
  1990.736      1.620
  1990.739      1.739
  1990.742      1.925
  1990.745      2.161
  1990.747      2.415
  1990.750      2.638
  1990.753      2.777
  1990.756      2.785
  1990.758      2.647
  1990.761      2.397
  1990.764      2.119
  1990.767      1.899
  1990.769      1.782
  1990.772      1.773
  1990.775      1.857
  1990.778      2.006
  1990.780      2.177
  1990.783      2.324
  1990.786      2.405
  1990.789      2.403
  1990.791      2.324
  1990.794      2.193
  1990.797      2.035
  1990.799      1.876
  1990.802      1.747
  1990.805      1.676
  1990.808      1.670
  1990.810      1.726
  1990.813      1.836
  1990.816      1.998
  1990.819      2.209
  1990.821      2.457
  1990.824      2.704
  1990.827      2.904
  1990.830      3.005
  1990.832      2.967
  1990.835      2.781
  1990.838      2.489
  1990.841      2.171
  1990.843      1.922
  1990.846      1.819
  1990.849      1.888
  1990.851      2.090
  1990.854      2.337
  1990.857      2.540
  1990.860      2.648
  1990.862      2.648
  1990.865      2.561
  1990.868      2.416
  1990.871      2.236
  1990.873      2.038
  1990.876      1.852
  1990.879      1.712
  1990.882      1.643
  1990.884      1.655
  1990.887      1.742
  1990.890      1.889
  1990.893      2.077
  1990.895      2.286
  1990.898      2.493
  1990.901      2.669
  1990.903      2.786
  1990.906      2.814
  1990.909      2.734
  1990.912      2.554
  1990.914      2.329
  1990.917      2.137
  1990.920      2.046
  1990.923      2.079
  1990.925      2.204
  1990.928      2.362
  1990.931      2.492
  1990.934      2.556
  1990.936      2.540
  1990.939      2.442
  1990.942      2.270
  1990.945      2.049
  1990.947      1.818
  1990.950      1.621
  1990.953      1.483
  1990.956      1.407
  1990.958      1.393
  1990.961      1.446
  1990.964      1.570
  1990.966      1.753
  1990.969      1.960
  1990.972      2.158
  1990.975      2.328
  1990.977      2.451
  1990.980      2.508
  1990.983      2.477
  1990.986      2.351
  1990.988      2.153
  1990.991      1.945
  1990.994      1.803
  1990.997      1.789
  1990.999      1.947
  1991.002      2.195
  1991.005      2.448
  1991.008      2.624
  1991.010      2.689
  1991.013      2.655
  1991.016      2.551
  1991.018      2.399
  1991.021      2.224
  1991.024      2.056
  1991.027      1.919
  1991.029      1.827
  1991.032      1.788
  1991.035      1.805
  1991.038      1.876
  1991.040      1.988
  1991.043      2.123
  1991.046      2.261
  1991.049      2.380
  1991.051      2.461
  1991.054      2.485
  1991.057      2.435
  1991.060      2.309
  1991.062      2.125
  1991.065      1.935
  1991.068      1.802
  1991.070      1.777
  1991.073      1.868
  1991.076      2.047
  1991.079      2.266
  1991.081      2.476
  1991.084      2.625
  1991.087      2.674
  1991.090      2.610
  1991.092      2.455
  1991.095      2.255
  1991.098      2.058
  1991.101      1.897
  1991.103      1.791
  1991.106      1.747
  1991.109      1.769
  1991.112      1.856
  1991.114      1.999
  1991.117      2.181
  1991.120      2.378
  1991.123      2.556
  1991.125      2.677
  1991.128      2.705
  1991.131      2.624
  1991.133      2.452
  1991.136      2.237
  1991.139      2.044
  1991.142      1.929
  1991.144      1.920
  1991.147      2.021
  1991.150      2.212
  1991.153      2.458
  1991.155      2.705
  1991.158      2.890
  1991.161      2.972
  1991.164      2.936
  1991.166      2.790
  1991.169      2.554
  1991.172      2.269
  1991.175      1.989
  1991.177      1.766
  1991.180      1.637
  1991.183      1.617
  1991.185      1.695
  1991.188      1.847
  1991.191      2.046
  1991.194      2.269
  1991.196      2.498
  1991.199      2.709
  1991.202      2.862
  1991.205      2.912
  1991.207      2.834
  1991.210      2.647
  1991.213      2.406
  1991.216      2.179
  1991.218      2.026
  1991.221      1.981
  1991.224      2.057
  1991.227      2.238
  1991.229      2.481
  1991.232      2.714
  1991.235      2.863
  1991.238      2.887
  1991.240      2.791
  1991.243      2.617
  1991.246      2.418
  1991.248      2.233
  1991.251      2.082
  1991.254      1.977
  1991.257      1.928
  1991.259      1.939
  1991.262      2.002
  1991.265      2.094
  1991.268      2.202
  1991.270      2.334
  1991.273      2.505
  1991.276      2.683
  1991.279      2.787
  1991.281      2.753
  1991.284      2.584
  1991.287      2.337
  1991.290      2.089
  1991.292      1.918
  1991.295      1.878
  1991.298      1.983
  1991.300      2.194
  1991.303      2.444
  1991.306      2.665
  1991.309      2.808
  1991.311      2.848
  1991.314      2.786
  1991.317      2.643
  1991.320      2.454
  1991.322      2.257
  1991.325      2.082
  1991.328      1.950
  1991.331      1.873
  1991.333      1.859
  1991.336      1.914
  1991.339      2.036
  1991.342      2.208
  1991.344      2.403
  1991.347      2.589
  1991.350      2.737
  1991.352      2.827
  1991.355      2.835
  1991.358      2.750
  1991.361      2.580
  1991.363      2.367
  1991.366      2.171
  1991.369      2.050
  1991.372      2.031
  1991.374      2.105
  1991.377      2.230
  1991.380      2.348
  1991.383      2.405
  1991.385      2.370
  1991.388      2.243
  1991.391      2.049
  1991.394      1.827
  1991.396      1.615
  1991.399      1.449
  1991.402      1.353
  1991.405      1.331
  1991.407      1.371
  1991.410      1.450
  1991.413      1.554
  1991.415      1.683
  1991.418      1.841
  1991.421      2.021
  1991.424      2.198
  1991.426      2.338
  1991.429      2.410
  1991.432      2.397
  1991.435      2.303
  1991.437      2.152
  1991.440      1.990
  1991.443      1.868
  1991.446      1.831
  1991.448      1.891
  1991.451      2.019
  1991.454      2.155
  1991.457      2.233
  1991.459      2.217
  1991.462      2.100
  1991.465      1.908
  1991.467      1.675
  1991.470      1.432
  1991.473      1.206
  1991.476      1.017
  1991.478      0.880
  1991.481      0.805
  1991.484      0.799
  1991.487      0.856
  1991.489      0.965
  1991.492      1.104
  1991.495      1.253
  1991.498      1.397
  1991.500      1.515
  1991.503      1.575
  1991.506      1.548
  1991.509      1.425
  1991.511      1.234
  1991.514      1.026
  1991.517      0.870
  1991.520      0.826
  1991.522      0.927
  1991.525      1.153
  1991.528      1.440
  1991.530      1.703
  1991.533      1.864
  1991.536      1.881
  1991.539      1.767
  1991.541      1.575
  1991.544      1.352
  1991.547      1.132
  1991.550      0.949
  1991.552      0.833
  1991.555      0.794
  1991.558      0.821
  1991.561      0.906
  1991.563      1.035
  1991.566      1.187
  1991.569      1.337
  1991.572      1.456
  1991.574      1.516
  1991.577      1.507
  1991.580      1.443
  1991.582      1.338
  1991.585      1.196
  1991.588      1.034
  1991.591      0.894
  1991.593      0.830
  1991.596      0.882
  1991.599      1.056
  1991.602      1.314
  1991.604      1.587
  1991.607      1.801
  1991.610      1.907
  1991.613      1.899
  1991.615      1.803
  1991.618      1.653
  1991.621      1.478
  1991.624      1.300
  1991.626      1.145
  1991.629      1.046
  1991.632      1.019
  1991.634      1.061
  1991.637      1.166
  1991.640      1.326
  1991.643      1.529
  1991.645      1.742
  1991.648      1.928
  1991.651      2.046
  1991.654      2.064
  1991.656      1.980
  1991.659      1.837
  1991.662      1.697
  1991.665      1.600
  1991.667      1.569
  1991.670      1.621
  1991.673      1.766
  1991.676      1.995
  1991.678      2.262
  1991.681      2.496
  1991.684      2.638
  1991.687      2.657
  1991.689      2.562
  1991.692      2.391
  1991.695      2.188
  1991.697      1.985
  1991.700      1.797
  1991.703      1.639
  1991.706      1.539
  1991.708      1.519
  1991.711      1.583
  1991.714      1.712
  1991.717      1.879
  1991.719      2.060
  1991.722      2.235
  1991.725      2.386
  1991.728      2.487
  1991.730      2.511
  1991.733      2.442
  1991.736      2.289
  1991.739      2.096
  1991.741      1.927
  1991.744      1.844
  1991.747      1.875
  1991.749      2.009
  1991.752      2.205
  1991.755      2.403
  1991.758      2.541
  1991.760      2.578
  1991.763      2.508
  1991.766      2.366
  1991.769      2.192
  1991.771      2.012
  1991.774      1.829
  1991.777      1.653
  1991.780      1.509
  1991.782      1.429
  1991.785      1.430
  1991.788      1.509
  1991.791      1.646
  1991.793      1.814
  1991.796      1.989
  1991.799      2.146
  1991.802      2.254
  1991.804      2.283
  1991.807      2.224
  1991.810      2.103
  1991.812      1.982
  1991.815      1.906
  1991.818      1.889
  1991.821      1.951
  1991.823      2.103
  1991.826      2.316
  1991.829      2.535
  1991.832      2.709
  1991.834      2.793
  1991.837      2.765
  1991.840      2.629
  1991.843      2.423
  1991.845      2.201
  1991.848      2.009
  1991.851      1.877
  1991.854      1.812
  1991.856      1.810
  1991.859      1.865
  1991.862      1.967
  1991.864      2.102
  1991.867      2.254
  1991.870      2.406
  1991.873      2.537
  1991.875      2.620
  1991.878      2.634
  1991.881      2.565
  1991.884      2.422
  1991.886      2.237
  1991.889      2.070
  1991.892      1.993
  1991.895      2.049
  1991.897      2.225
  1991.900      2.462
  1991.903      2.683
  1991.906      2.832
  1991.908      2.905
  1991.911      2.912
  1991.914      2.835
  1991.916      2.667
  1991.919      2.442
  1991.922      2.210
  1991.925      2.026
  1991.927      1.922
  1991.930      1.891
  1991.933      1.920
  1991.936      1.999
  1991.938      2.119
  1991.941      2.257
  1991.944      2.392
  1991.947      2.505
  1991.949      2.581
  1991.952      2.610
  1991.955      2.582
  1991.958      2.487
  1991.960      2.329
  1991.963      2.138
  1991.966      1.970
  1991.969      1.893
  1991.971      1.948
  1991.974      2.117
  1991.977      2.334
  1991.979      2.518
  1991.982      2.613
  1991.985      2.601
  1991.988      2.499
  1991.990      2.340
  1991.993      2.161
  1991.996      1.990
  1991.999      1.853
  1992.001      1.764
  1992.004      1.738
  1992.007      1.783
  1992.010      1.891
  1992.012      2.045
  1992.015      2.218
  1992.018      2.383
  1992.021      2.523
  1992.023      2.625
  1992.026      2.676
  1992.029      2.661
  1992.031      2.580
  1992.034      2.452
  1992.037      2.311
  1992.040      2.194
  1992.042      2.147
  1992.045      2.220
  1992.048      2.429
  1992.051      2.723
  1992.053      3.004
  1992.056      3.178
  1992.059      3.196
  1992.062      3.071
  1992.064      2.851
  1992.067      2.597
  1992.070      2.364
  1992.073      2.188
  1992.075      2.090
  1992.078      2.071
  1992.081      2.117
  1992.084      2.202
  1992.086      2.305
  1992.089      2.412
  1992.092      2.523
  1992.094      2.637
  1992.097      2.740
  1992.100      2.795
  1992.103      2.767
  1992.105      2.654
  1992.108      2.490
  1992.111      2.317
  1992.114      2.162
  1992.116      2.057
  1992.119      2.041
  1992.122      2.141
  1992.125      2.349
  1992.127      2.610
  1992.130      2.847
  1992.133      2.991
  1992.136      2.996
  1992.138      2.862
  1992.141      2.643
  1992.144      2.421
  1992.146      2.249
  1992.149      2.130
  1992.152      2.043
  1992.155      1.983
  1992.157      1.976
  1992.160      2.044
  1992.163      2.180
  1992.166      2.359
  1992.168      2.546
  1992.171      2.705
  1992.174      2.809
  1992.177      2.844
  1992.179      2.811
  1992.182      2.721
  1992.185      2.591
  1992.188      2.465
  1992.190      2.401
  1992.193      2.432
  1992.196      2.559
  1992.198      2.771
  1992.201      3.046
  1992.204      3.327
  1992.207      3.534
  1992.209      3.599
  1992.212      3.510
  1992.215      3.311
  1992.218      3.060
  1992.220      2.815
  1992.223      2.626
  1992.226      2.515
  1992.229      2.471
  1992.231      2.471
  1992.234      2.502
  1992.237      2.572
  1992.240      2.684
  1992.242      2.824
  1992.245      2.956
  1992.248      3.039
  1992.251      3.051
  1992.253      2.993
  1992.256      2.874
  1992.259      2.711
  1992.261      2.536
  1992.264      2.402
  1992.267      2.358
  1992.270      2.424
  1992.272      2.586
  1992.275      2.810
  1992.278      3.057
  1992.281      3.287
  1992.283      3.461
  1992.286      3.533
  1992.289      3.456
  1992.292      3.229
  1992.294      2.916
  1992.297      2.612
  1992.300      2.388
  1992.303      2.265
  1992.305      2.229
  1992.308      2.256
  1992.311      2.331
  1992.313      2.443
  1992.316      2.577
  1992.319      2.704
  1992.322      2.790
  1992.324      2.806
  1992.327      2.744
  1992.330      2.616
  1992.333      2.442
  1992.335      2.252
  1992.338      2.084
  1992.341      1.982
  1992.344      1.982
  1992.346      2.095
  1992.349      2.294
  1992.352      2.520
  1992.355      2.703
  1992.357      2.798
  1992.360      2.793
  1992.363      2.705
  1992.366      2.551
  1992.368      2.350
  1992.371      2.137
  1992.374      1.962
  1992.376      1.869
  1992.379      1.865
  1992.382      1.924
  1992.385      2.011
  1992.387      2.098
  1992.390      2.187
  1992.393      2.280
  1992.396      2.359
  1992.398      2.385
  1992.401      2.335
  1992.404      2.216
  1992.407      2.053
  1992.409      1.869
  1992.412      1.690
  1992.415      1.554
  1992.418      1.511
  1992.420      1.596
  1992.423      1.798
  1992.426      2.020
  1992.428      2.154
  1992.431      2.167
  1992.434      2.093
  1992.437      1.978
